SKU,Titulo,Renta_MXN,Area_m2,Recamaras,Banos,Estacionamientos,Ubicacion,Alcaldia,Pagina_Origen,URL
41032-73-d665dc937059-c3d3-19e1f20-bbef-7365,Departamento en Renta en Tabacalera,32000,82,1,1,0,"Tabacalera, Cuauhtémoc, Ciudad de México",Cuauhtémoc,19,https://www.lamudi.com.mx/detalle/41032-73-d665dc937059-c3d3-19e1f20-bbef-7365
41032-73-a5bca4d5ef59-5ab5-19ddb58-b2de-720c,Departamento en Renta en Santa Cruz Atoyac,16500,64,2,2,1,"Santa Cruz Atoyac, Benito Juárez, Ciudad de México",Benito Juárez,19,https://www.lamudi.com.mx/detalle/41032-73-a5bca4d5ef59-5ab5-19ddb58-b2de-720c
41032-73-c861a11e2b0a-9be9-19e4256-9752-79be,Departamento en Renta en Bosques de las Lomas,19500,80,2,2,2,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,19,https://www.lamudi.com.mx/detalle/41032-73-c861a11e2b0a-9be9-19e4256-9752-79be
41032-73-7705ee30353d-c636-19d96bd-ab5c-7773,Departamento en Renta en Polanco,20000,40,1,1,1,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,19,https://www.lamudi.com.mx/detalle/41032-73-7705ee30353d-c636-19d96bd-ab5c-7773
41032-73-1ecc98f53adf-b388-19bbe3a-8cb2-7f5a,Condominio Horizontal en Renta en Progreso Tizapan,23500,110,3,2,0,"Progreso Tizapan, Álvaro Obregón, Ciudad de México",Álvaro Obregón,19,https://www.lamudi.com.mx/detalle/41032-73-1ecc98f53adf-b388-19bbe3a-8cb2-7f5a
41032-73-60cf19e4d14e-bdc6-19cee11-acad-76b0,Condominio Horizontal en Renta en Portales,29000,120,3,2,0,"Portales, Benito Juárez, Ciudad de México",Benito Juárez,19,https://www.lamudi.com.mx/detalle/41032-73-60cf19e4d14e-bdc6-19cee11-acad-76b0
41032-73-4d94a65a03ed-7eb3-19dbac4-a951-715c,Departamento en Renta en San Simón Ticumac,21000,65,2,2,0,"San Simón Ticumac, Benito Juárez, Ciudad de México",Benito Juárez,19,https://www.lamudi.com.mx/detalle/41032-73-4d94a65a03ed-7eb3-19dbac4-a951-715c
41032-73-4bea11f2192b-dc74-19e5104-8c7d-70d5,Departamento en Renta en Ex Hacienda Coapa,17000,70,3,1,1,"Ex Hacienda Coapa, Tlalpan, Ciudad de México",Tlalpan,19,https://www.lamudi.com.mx/detalle/41032-73-4bea11f2192b-dc74-19e5104-8c7d-70d5
41032-73-5c34b0795908-b0d8-19e1a05-af77-735d,Departamento en Renta en Polanco,153000,226,3,4,3,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,19,https://www.lamudi.com.mx/detalle/41032-73-5c34b0795908-b0d8-19e1a05-af77-735d
41032-73-e65a0b1d96ee-90f-19deb9c-9ae6-7ead,Departamento en Renta en Bosque de las Lomas,11000,30,1,1,0,"Bosque de las Lomas, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,19,https://www.lamudi.com.mx/detalle/41032-73-e65a0b1d96ee-90f-19deb9c-9ae6-7ead
41032-73-54cdd33865e-af64-19e484e-992a-73f8,Departamento en Renta en Cuajimalpa,7950,47,1,1,1,"Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,19,https://www.lamudi.com.mx/detalle/41032-73-54cdd33865e-af64-19e484e-992a-73f8
41032-73-bddd62541822-5171-19e45c0-8d8c-7273,Departamento en Renta en Club de Golf Bosques,55000,163,3,3,3,"Club de Golf Bosques, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,19,https://www.lamudi.com.mx/detalle/41032-73-bddd62541822-5171-19e45c0-8d8c-7273
